imdb_id,popularity,budget,revenue,title,runtime,release_date
tt0887883,1.435434,37000000,163720069,Burn After Reading,96,9/5/2008
tt0988595,1.400898,30000000,160259319,27 Dresses,111,1/10/2008
tt0494238,1.380024,60000000,57490374,Inkheart,106,12/11/2008
tt0478087,1.377239,35000000,69823199,21,123,3/27/2008
tt0200465,1.354387,20000000,64822796,The Bank Job,112,2/28/2008
tt0838283,1.351237,65000000,128107642,Step Brothers,98,7/25/2008
tt0832266,1.341805,0,55447968,"Definitely, Maybe",112,2/8/2008
tt0770752,1.34132,70000000,111231041,Fool's Gold,112,2/7/2008
tt1023111,1.300453,20000000,41627431,Never Back Down,115,3/4/2008
tt0910936,1.273395,27000000,101624843,Pineapple Express,111,8/6/2008
tt1125849,1.254928,6000000,44703995,The Wrestler,109,9/7/2008
tt0960731,1.22837,80000000,212874442,Bedtime Stories,99,12/24/2008
tt0450314,1.210534,20500000,10089373,Punisher: War Zone,102,12/5/2008
tt0467197,1.172718,35000000,85416905,Max Payne,100,10/16/2008
tt0790686,1.169851,35000000,72436439,Mirrors,110,8/15/2008
tt0443274,1.14205499999999,40000000,151161491,Vantage Point,90,2/1/2008
tt1007028,1.133017,24000000,42105111,Zack and Miri Make a Porno,102,9/18/2008
tt0425061,1.121487,80000000,230685453,Get Smart,110,6/19/2008
tt0430922,1.103468,28000000,92380927,Role Models,99,2/3/2008
tt1104123,1.09571,0,0,The Scorpion King: Rise of a Warrior,109,7/19/2008
tt0870111,1.09445,0,0,Frost/Nixon,122,10/15/2008
tt0962726,1.091878,0,0,High School Musical 3: Senior Year,116,10/22/2008
tt0976051,1.072485,32000000,0,The Reader,124,12/10/2008
tt0364970,1.064766,70000000,72108608,Babylon A.D.,101,8/20/2008
tt1111890,1.056526,0,0,Diario de una ninfÃ³mana,95,10/14/2008
tt0780536,1.054819,15000000,32002538,In Bruges,107,2/8/2008
tt0824747,1.043504,55000000,113020255,Changeling,141,1/30/2008
tt0416236,1.019335,90000000,162839667,The Spiderwick Chronicles,95,2/14/2008
tt0481536,1.01377,12000000,43493123,Harold & Kumar Escape from Guantanamo Bay,107,4/25/2008
tt0809504,1.007673,0,22707064,The Accidental Husband,90,2/29/2008
tt1024255,0.988883,0,0,Wild Child,98,1/1/2008
tt1117385,0.978313,2900000,0,Felon,103,7/17/2008
tt1079448,0.95811,0,0,Snow Buddies,87,2/5/2008
tt1287845,0.957704,0,0,Kung Fu Panda: Secrets of the Furious Five,25,11/8/2008
tt0421073,0.95684,20000000,65569869,Street Kings,109,4/10/2008
tt0981227,0.951793,9000000,32973937,Nick and Norah's Infinite Playlist,89,10/3/2008
tt0369436,0.943042,80000000,163733697,Four Christmases,88,11/26/2008
tt1071358,0.938876,5000000,0,Another Cinderella Story,90,9/16/2008
tt0942903,0.938555,7000000,8900000,Stargate: The Ark of Truth,97,3/11/2008
tt0852713,0.931752,25000000,70442940,The House Bunny,97,8/22/2008
tt1245104,0.905428,0,0,Presto,5,6/18/2008
tt1185834,0.900342,8500000,68282844,Star Wars: The Clone Wars,98,8/5/2008
tt1132626,0.892309,10800000,113857533,Saw V,92,10/23/2008
tt0811138,0.885215,62000000,41819064,The Love Guru,87,6/20/2008
tt0811080,0.879116,120000000,93945766,Speed Racer,135,5/9/2008
tt0497465,0.866771,15000000,96408652,Vicky Cristina Barcelona,96,8/15/2008
tt0451079,0.865104999999999,85000000,297138014,Horton Hears a Who!,88,3/3/2008
tt0864761,0.857292,0,0,The Duchess,110,9/5/2008
tt1045670,0.842487999999999,0,18130888,Happy-Go-Lucky,118,4/18/2008
tt0865556,0.826564,55000000,127906624,The Forbidden Kingdom,104,4/18/2008
tt0892255,0.825749,30000000,0,Che: Part One,134,9/5/2008
tt1334585,0.822831,0,0,BURNâ€¢E,8,11/17/2008
tt1034331,0.822759,60000000,73174566,Righteous Kill,101,9/11/2008
tt0800241,0.802785,15000000,5926410,Transsiberian,111,1/18/2008
tt0988047,0.798582,22000000,23530831,Traitor,114,8/23/2008
tt0960144,0.787623,90000000,201596308,You Don't Mess With the Zohan,113,6/5/2008
tt1034303,0.785951,32000000,51155219,Defiance,137,12/31/2008
tt1082853,0.780936,0,2434658,Management,94,9/7/2008
tt0880578,0.774511,35000000,32483410,Untraceable,101,1/22/2008
tt1105729,0.770810999999999,0,0,The Good Witch,89,1/19/2008
tt1194616,0.765289,0,0,LOL (Laughing Out Loud),103,6/6/2008
tt0482606,0.764367,9000000,82391145,The Strangers,90,5/29/2008
tt0929629,0.762934,7000000,0,Stargate: Continuum,98,7/29/2008
tt1013753,0.759672999999999,20000000,54586584,Milk,128,11/26/2008
tt0462465,0.749838,50000000,7033683,Outlander,115,4/24/2008
tt0443701,0.748854,30000000,68369434,The X Files: I Want to Believe,104,7/24/2008
tt0918927,0.743689,20000000,50907234,Doubt,104,11/27/2008
tt1084950,0.73292,0,0,Rachel Getting Married,113,10/3/2008
tt1118511,0.730324,0,0,A Matter of Loaf and Death,30,12/3/2008
tt0970411,0.721663,55000000,17869048,City of Ember,90,10/7/2008
tt0866439,0.720175,40000000,84601681,Made of Honor,101,5/2/2008
tt0467200,0.719955,35000000,0,The Other Boleyn Girl,115,2/28/2008
tt0464041,0.718964,0,558000,The Lazarus Project,100,10/21/2008
tt0800240,0.715969,25000000,17741298,Deception,107,4/24/2008
tt1032755,0.714882,18000000,25739015,RockNRolla,114,9/4/2008
tt0406759,0.709809,12000000,56309766,The Eye,98,2/1/2008
tt0974554,0.702302,13000000,14894347,Elegy,112,8/8/2008
tt0814022,0.696406,45000000,42487390,Bangkok Dangerous,99,8/21/2008
tt1073498,0.68675,30000000,84646831,Meet the Spartans,84,1/24/2008
tt0489281,0.68078,25000000,11207130,Stop-Loss,113,3/28/2008
tt0817538,0.675717,40000000,0,Drillbit Taylor,102,3/20/2008
tt0383028,0.674834,21000000,0,"Synecdoche, New York",124,10/24/2008
tt0404254,0.66791,0,0,My Sassy Girl,92,5/26/2008
tt0861689,0.666414,25000000,19844979,Blindness,121,5/14/2008
tt0831887,0.66173,60000000,39031337,The Spirit,103,12/25/2008
tt0888693,0.651972,0,204660,Sleepwalking,101,1/14/2008
tt1073241,0.651467,11500000,186702,Nothing But the Truth,108,12/19/2008
tt1020530,0.648934,0,3983997,Eden Lake,91,9/12/2008
tt0800308,0.646243999999999,20000000,20211394,Appaloosa,115,9/26/2008
tt0865554,0.645064,18000000,382174,The Informers,98,11/5/2008
tt0949731,0.642656,60000000,163403799,The Happening,91,6/11/2008
tt0483607,0.634961,30000000,22211426,Doomsday,105,3/14/2008
tt0396707,0.634256,12000000,7070330,The Secret of Moonacre,103,9/6/2008
tt1140941,0.633135,5000000,0,Joy Ride 2: Dead Ahead,91,10/7/2008
tt1172570,0.632340999999999,0,0,Bronson,92,10/9/2008
tt1185616,0.630893,2000000,11125849,Vals Im Bashir,90,6/4/2008
tt1029235,0.626646,8,0,Max Manus,118,12/18/2008
tt1024724,0.624139999999999,0,0,Dr. Dolittle: Tail to the Chief,85,3/4/2008
tt1000774,0.620489,65000000,415252786,Sex and the City,145,5/12/2008
tt1031969,0.615524,15000000,8762890,The Rocker,102,8/20/2008
tt1201561,0.611016,0,0,Barbie Mariposa and Her Butterfly Fairy Friends,75,2/8/2008
tt0420238,0.6067,60000000,50877145,The Tale of Despereaux,100,10/29/2008
tt0960890,0.603395,0,0,Zombie Strippers!,94,4/18/2008
tt0885415,0.59883,6100000,0,Niko: LentÃ¤jÃ¤n poika,80,9/22/2008
tt0426592,0.598695,35000000,25871834,Superhero Movie,85,3/27/2008
tt0416212,0.595488,11000000,38105395,The Secret Life of Bees,114,9/17/2008
tt0899128,0.595424,10000000,0,100 Feet,105,7/22/2008
tt0974613,0.593722,15000000,1143856,The Other Man,90,12/25/2008
tt1014775,0.589940999999999,20000000,149281606,Beverly Hills Chihuahua,91,10/3/2008
tt1068641,0.58326,20000000,0,The Burning Plain,111,7/11/2008
tt0959337,0.579469999999999,35000000,75225693,Revolutionary Road,119,12/19/2008
tt0799934,0.578298,0,0,Be Kind Rewind,102,1/20/2008
tt0862846,0.576989,5000000,16174377,Sunshine Cleaning,102,1/18/2008
tt1054485,0.574813,0,0,Futurama: The Beast with a Billion Backs,90,6/24/2008
tt0424600,0.5725,0,0,The Andromeda Strain,180,5/10/2008
tt0963794,0.563354,8000000,0,The Ruins,91,4/2/2008
tt1055366,0.560837,0,0,Camp Rock,94,6/20/2008
tt0995039,0.555690999999999,0,0,Ghost Town,102,9/19/2008
tt0986233,0.54408,0,2724474,Hunger,96,5/15/2008
tt1097643,0.541117,0,0,Fifty Dead Men Walking,117,9/10/2008
tt1267379,0.540913,0,0,Dead Space: Downfall,74,10/27/2008
tt1233571,0.538299,0,0,The Art of War II: Betrayal,103,8/12/2008
tt1054486,0.534059,0,0,Futurama: Bender's Game,88,11/3/2008
tt0785035,0.531905,8500000,8936663,Ong Bak 2,98,12/4/2008
tt0970468,0.528292,0,16051363,Miss Pettigrew Lives for a Day,92,3/7/2008
tt0482572,0.527397999999999,30000000,31148328,Pride and Glory,130,9/9/2008
tt1031280,0.521748,0,124191,Splinter,82,10/31/2008
tt1334272,0.520388,0,0,Robot Chicken: Star Wars Episode II,23,11/16/2008
tt0976247,0.518011,6000000,69497,"Surfer, Dude",85,9/5/2008
tt0871426,0.517412,30000000,63833449,Baby Mama,99,4/23/2008
tt1079959,0.514454,0,0,The Colour of Magic,191,3/23/2008
tt0844671,0.513438,7000000,6230276,College,94,8/28/2008
tt1277737,0.511786,0,0,The Stoning of Soraya M.,114,9/7/2008
tt0961108,0.509401,0,0,Fireflies in the Garden,108,2/10/2008
tt0412536,0.505290999999999,20000000,13204291,Brideshead Revisited,133,7/25/2008
tt0482599,0.503798,0,0,Shutter,85,3/21/2008
tt0997047,0.500510999999999,0,68397662,College Road Trip,83,3/7/2008
tt0844286,0.499165,20000000,5530764,The Brothers Bloom,114,9/9/2008
tt0765476,0.498026,60000000,50650079,Meet Dave,90,7/8/2008
tt0865957,0.489539,0,0,War Games: The Dead Code,96,7/29/2008
tt1082868,0.481188,12000000,40855419,Quarantine,89,10/10/2008
tt0460745,0.480135,0,240476,Chaos Theory,87,3/14/2008
tt0902272,0.480116,3500000,5231128,Justice League: The New Frontier,75,2/26/2008
tt0964539,0.477295,8000000,0,Pathology,95,4/11/2008
tt0479968,0.475129,20000000,0,One Missed Call,87,1/4/2008
tt0896534,0.474343999999999,0,0,Deadgirl,101,9/6/2008
tt0963743,0.472691,1,0,"Angus, Thongs and Perfect Snogging",100,7/25/2008
tt0787523,0.472491,0,367638,Towelhead,111,9/12/2008
tt0961728,0.471356,0,0,The Escapist,102,6/20/2008
tt0462219,0.471096,6000000,0,Camille,94,4/13/2008
tt0951216,0.469922,0,0,Mad Money,104,1/17/2008
tt1294138,0.466771,0,0,Barbie and the Diamond Castle,78,1/1/2008
tt1278293,0.460247999999999,0,0,9to5: Days in Porn,113,8/24/2008
tt1107365,0.459885,0,0,Open Season 2,76,9/24/2008
tt0465430,0.457004,0,0,The Cottage,92,2/7/2008
tt1117563,0.456683,3500000,0,Batman: Gotham Knight,75,7/3/2008
tt1103275,0.45518,12000000,3148182,Two Lovers,110,11/19/2008
tt0449487,0.453602,25000000,2000000,Passengers,93,9/26/2008
tt1018785,0.451304,27000000,44352417,The Sisterhood of the Traveling Pants 2,117,8/6/2008
tt0469903,0.450911,40000000,9793496,The Express,130,10/10/2008
tt0489282,0.44086,0,6575282,Strange Wilderness,87,2/1/2008
tt0409345,0.436441,3500000,1115493,Surveillance,97,2/8/2008
tt0430770,0.436406,16000000,50007546,The Women,114,9/12/2008
tt0848538,0.432911,10000000,22896728,Gong fu guan lan,100,2/7/2008
tt1076252,0.431801,0,0,Picture This,92,7/13/2008
tt0443559,0.428849,0,2960993,Killshot,95,11/13/2008
tt1101026,0.427022999999999,2000000,38135878,ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,123,6/6/2008
tt0996979,0.425109,0,0,Alien Raiders,85,9/21/2008
tt0956038,0.422873,0,84375061,Nights in Rodanthe,97,9/26/2008
tt0785007,0.421657,10000000,0,Over Her Dead Body,95,2/1/2008
tt0482603,0.421518,37000000,63800345,Space Chimps,81,7/17/2008
tt0803057,0.42121,0,0,The Promotion,86,6/6/2008
tt0947802,0.417779,20000000,27640028,Lakeview Terrace,110,9/19/2008
tt1363109,0.415077,0,0,Journey to the Edge of the Universe,91,12/6/2008
tt0978759,0.412295,0,0,Frozen River,97,8/1/2008
tt1111948,0.473227,0,0,Soul Men,103,11/7/2008
tt0897347,0.407009,0,0,The Echo,96,5/25/2008
tt1029134,0.402982,0,0,Birds of America,85,10/9/2008
tt1254207,0.25618,150000,0,Big Buck Bunny,8,4/10/2008
tt0489018,0.401061,18000000,0,Day of the Dead,86,4/8/2008
tt1204883,0.400724,0,0,Boogeyman 3,94,10/18/2008
tt0469640,0.400485,0,0,Bathory,141,7/4/2008
tt1038072,0.399345,0,0,Pulse 2: Afterlife,89,9/30/2008
tt1031254,0.399327,0,0,Lost Boys: The Tribe,94,7/29/2008
tt1314715,0.397358,0,4496912,Barbie in 'A Christmas Carol',76,7/1/2008
tt0825279,0.395691,1000000,0,20 Years After,95,1/1/2008
tt0488604,0.395538,14100000,0,The Oxford Murders,107,1/18/2008
tt1259998,0.395118,0,3800000,Next Avengers: Heroes of Tomorrow,78,9/2/2008
tt0808244,0.394209,0,0,Easy Virtue,93,1/1/2008
tt0441782,0.39314,0,0,Restraint,94,8/19/2008
tt1037011,0.390228,0,0,Ben 10: Race Against Time,67,2/11/2008
tt0449994,0.389554,8376800,13000000,Jodhaa Akbar,213,2/15/2008
tt0926129,0.388417,0,14796236,Prom Night,88,4/10/2008
tt0400426,0.388151,30000000,0,Far Cry,95,1/1/2008
tt0856778,0.383036,0,0,Clubbed,95,10/2/2008
tt1024715,0.382852,3000000,3830137,Choke,92,9/26/2008
tt1029241,0.374561,0,0,Vinyan,96,8/30/2008
tt0884224,0.374034,5000000,1296184,"War, Inc.",106,4/28/2008
tt1082886,0.371517,6000000,2899975,The Wackness,99,7/3/2008
tt0486674,0.368391,25000000,6673422,What Just Happened,104,10/17/2008
tt0411475,0.363031,0,194287,Hell Ride,84,8/8/2008
tt1133991,0.361308,0,44872,What Doesn't Kill You,100,12/12/2008
tt1146438,0.361127,0,0,The Librarian: The Curse of the Judas Chalice,95,12/7/2008
tt1217637,0.360706,10000000,0,Pour elle,96,12/3/2008
tt0893402,0.359106,12000000,0,Franklyn,98,10/16/2008
tt1014806,0.358438,0,0,The Poker House,93,6/20/2008
tt1014801,0.357127,10000000,0,Pistol Whipped,96,1/1/2008
tt1000771,0.353759,0,0,Recount,116,5/28/2008
tt0486578,0.35338,0,38804615,First Sunday,96,1/11/2008
tt0940580,0.35254,15400000,0,Afterwards,107,10/1/2008
tt1042877,0.349203,12000000,0,Cadillac Records,109,12/5/2008
tt1130992,0.348973,0,0,Pinocchio,179,12/14/2008
tt1047494,0.3487,0,41939392,Meet the Browns,100,3/21/2008
tt1132130,0.348223,250000,0,2012 Doomsday,85,2/12/2008
tt1018818,0.345926,11500000,69564,Assassination of a High School President,93,1/17/2008
tt1213644,0.812489,25000000,14109284,Disaster Movie,87,8/29/2008
tt1155592,0.344268,0,2957978,Man on Wire,94,7/25/2008
tt0392878,0.233961,0,0,The Onion Movie,80,5/31/2008
tt1046997,0.359217,45000000,9323833,Miracle at St. Anna,160,9/15/2008
tt1094198,0.337577,0,0,The Prince & Me 3: A Royal Honeymoon,92,10/28/2008
tt1286537,0.43785,0,0,"Food, Inc.",94,9/7/2008
tt0827521,0.33643,0,0,The Shepherd: Border Patrol,95,3/4/2008
tt0995832,0.336308,0,0,Generation Kill,470,7/13/2008
tt0476958,0.335675,6000000,0,Amusement,85,10/9/2008
tt1046163,0.335116,20000000,36620508,My Best Friend's Girl,101,9/19/2008
tt0869994,0.333395,19000000,23550000,Paris,130,1/19/2008
tt1172571,0.173214,0,0,The Children,84,12/5/2008
tt1220706,0.32907,0,0,Breathing Room,89,8/25/2008
tt0805570,0.326352,15000000,3533227,The Midnight Meat Train,98,8/7/2008
tt0963194,0.324091,0,188126,Repo! The Genetic Opera,98,7/18/2008
tt0490181,0.32288,8000000,2033165,Mutant Chronicles,111,8/7/2008
tt0962711,0.319223,0,0,The Objective,90,4/28/2008
tt0882978,0.318796,0,0,ä¸‰å›½ä¹‹è§é¾™å¸ç”²,102,4/3/2008
tt0995036,0.17515,0,0,Einstein and Eddington,90,11/29/2008
tt1137996,0.316727,0,0,Anaconda 3: Offspring,91,1/1/2008
tt0830570,0.315842,0,0,I Can't Think Straight,80,6/1/2008
tt1034320,0.315339,0,0,Major Movie Star,98,11/7/2008
tt1090671,0.31438,2000000,0,No Man's Land: The Rise of Reeker,88,5/1/2008
tt0815241,0.312842,0,0,Religulous,101,10/1/2008
tt1027862,0.308655,21000000,17600000,Swing Vote,120,8/1/2008
tt1037218,0.308286,0,1107542,Flashbacks of a Fool,110,10/17/2008
tt0490076,0.305643,750000,0,All the Boys Love Mandy Lane,90,2/15/2008
tt0892391,0.304742,0,0,The Meerkats,83,1/1/2008
tt1103984,0.350424,0,0,Insanitarium,89,7/15/2008
tt0926063,0.303895,0,0,Dance of the Dead,87,10/14/2008
tt0981072,0.287248,0,0,The Lucky Ones,113,9/26/2008
tt1024733,0.298961,0,0,$5 a Day,98,1/1/2008
tt0948547,0.408518,0,0,Winged Creatures,95,6/24/2008
tt1054588,0.296576,0,0,Flash of Genius,119,9/7/2008
tt1226681,0.292965,1500000,0,Pontypool,93,9/6/2008
tt1139319,0.289678,0,0,A Film with Me in It,89,10/17/2008
tt0819755,0.288067,0,0,Babysitter Wanted,93,7/16/2008
tt1201984,0.019819,0,0,The Assassination of Jesse James: Death Of An Outlaw,32,1/1/2008
tt1029120,0.283736,0,1829917,Henry Poole Is Here,99,8/15/2008
tt1280567,0.283538,4700000,0,Ãšltima Parada 174,108,10/24/2008
tt0824330,0.283048,0,0,Les Femmes de l'ombre,117,2/8/2008
tt1176251,0.282915,0,165888,Gigantic,99,9/9/2008
tt1175491,0.282905,25100000,29506464,W.,131,10/17/2008
tt0780534,0.282246,0,0,My Mom's New Boyfriend,97,4/30/2008
tt0819714,0.282162,0,0,The Edge of Love,110,5/15/2008
tt1034306,0.280928,500000,0,Dorothy Mills,102,8/6/2008
tt1129423,0.280555,500000,33456317,Fireproof,122,9/26/2008
tt1049405,0.280443,14000000,0,The Other End of the Line,106,10/29/2008
tt1213574,0.279806,0,0,Chris Rock: Kill the Messenger,79,9/27/2008
tt0858479,0.278543,7000000,10569964,Smart People,95,4/11/2008
tt1183732,0.27822,0,0,æ±äº¬æ®‹é…·è­¦å¯Ÿ,110,10/3/2008
tt0840322,0.244094,0,0,Forever Strong,112,9/26/2008
tt0836700,0.276672,0,0,L'Heure d'Ã©tÃ©,100,3/5/2008
tt0423977,0.274362,12000000,0,Charlie Bartlett,97,2/22/2008
tt1186803,0.741302,0,0,Kong saan mei yan,99,2/9/2008
tt0486321,0.268271,0,0,Fly Me to the Moon,84,8/15/2008
tt1012804,0.267935,7000000,0,Redbelt,99,4/7/2008
tt1042424,0.267577,0,0,Johnny Mad Dog,97,5/20/2008
tt1277728,0.128712,0,0,Pranzo di ferragosto,75,4/30/2008
tt0410377,0.768409,37000000,100076342,Nim's Island,96,4/3/2008
tt1204979,0.265883,0,0,Vacancy 2: The First Cut,86,10/24/2008
tt1075111,0.265233,0,0,15 ans et demi,97,4/30/2008
tt0822868,0.26418,0,0,Make It Happen,90,8/8/2008
tt1051981,0.264137,0,0,Another Gay Sequel: Gays Gone Wild!,90,11/6/2008
tt0465502,0.259988,25000000,30000000,Igor,87,9/19/2008
tt0806147,0.25984,0,0,Extreme Movie,88,12/5/2008
tt0870204,0.259356,14000000,0,Boot Camp,99,2/7/2008
tt1117666,0.258571,0,0,Lost in Austen,184,1/1/2008
tt1126596,0.257241,0,0,Adulthood,99,6/16/2008
tt0839980,0.25588,0,33472850,Semi-Pro,91,2/28/2008
tt1045655,0.2552,0,0,The Haunting of Molly Hartley,82,10/31/2008
tt1046947,0.253956,0,14879423,Last Chance Harvey,92,12/25/2008
tt0455538,0.659884,27000000,17286299,How to Lose Friends & Alienate People,110,10/2/2008
tt0806165,0.248871,0,0,The Ramen Girl,122,2/2/2008
tt0889595,0.246447,0,0,Dream Boy,88,10/24/2008
tt0837796,0.245327,0,0,House,101,11/6/2008
tt0844666,0.190238,0,0,Blackout,85,5/28/2008
tt0902290,0.244375,0,0,I Sell The Dead,85,8/7/2008
tt0772181,0.243765,8000000,0,Krabat,120,9/7/2008
tt0473267,0.242941,0,0,Solstice,87,1/1/2008
tt1015474,0.24117,0,0,Train,94,10/16/2008
tt0795441,0.239048,4000000,530048,Oorlogswinter,103,11/17/2008
tt1205913,0.235312,0,0,NYC: Tornado Terror,90,10/4/2008
tt0887971,0.234772,6000000,391410,While She Was Out,108,10/27/2008
tt1152850,0.232479,200000,0,Wendy and Lucy,80,5/22/2008
tt0906734,0.447804,6700000,0,The BrÃ¸ken,88,1/18/2008
tt0813980,0.230107,0,0,24: Redemption,102,11/23/2008
tt1323946,0.229916,0,0,Pulse 3,91,12/23/2008
tt0827713,0.257041,0,0,J'ai toujours rÃªvÃ© d'Ãªtre un gangster,108,1/18/2008
tt1139800,0.22711,0,0,La Fille de Monaco,95,8/20/2008
tt1270491,0.224721,0,0,John Mayer: Where the Light Is Live in Los Angeles,164,7/1/2008
tt0494652,0.224471,35000000,43650785,Welcome Home Roscoe Jenkins,114,2/8/2008
tt0363780,0.224208,1500000,0,Lymelife,95,9/8/2008
tt1295909,0.222747,0,0,Jeff Dunham: Jeff Dunham's Very Special Christmas Special,85,11/16/2008
tt0985025,0.22223,4300000,0,Dark Floors,85,2/6/2008
tt1110626,0.222071,0,0,The Cutting Edge 3: Chasing the Dream,90,3/16/2008
tt0453548,0.220417,0,414404,Snow Angels,106,3/7/2008
tt1145144,0.219441,0,0,Center Stage : Turn It Up,95,10/30/2008
tt0846308,0.219277,0,0,Kit Kittredge: An American Girl,101,7/2/2008
tt1072755,0.154973,0,0,Minutemen,98,1/25/2008
tt1156506,0.279117,5750000,0,Bo chi tung wah,110,9/25/2008
tt1166100,0.21503,9100000,76000000,Ghajini,183,12/25/2008
tt1117667,0.214856,21000000,0,XIII,173,9/24/2008
tt0470679,0.214039,0,0,August,88,5/16/2008
tt1047007,0.079463,0,0,Young @ Heart,107,10/2/2008
tt1227926,0.352054,200000,3,Dr. Horrible's Sing-Along Blog,42,7/15/2008
tt1104083,0.204746,2500000,0,Little Ashes,112,10/6/2008
tt0790799,0.204302,0,0,$9.99,78,9/4/2008
tt0893532,0.19789,0,0,Kill Theory,82,5/14/2008
tt0473367,0.193779,2300000,11100000,Jaane Tu... Ya Jaane Na,155,7/4/2008
tt0475998,0.376053,0,0,VeggieTales: The Pirates Who Don't Do Anything,85,1/11/2008
tt0804492,0.188351,0,0,The Hottie & The Nottie,91,2/8/2008
tt1265589,0.186719,0,0,Batman Unmasked: The Psychology of the Dark Knight,45,7/15/2008
tt1629741,0.18368,20000,0,Tomb Raider: Ascension,60,1/1/2008
tt0970462,0.284963,8000000,0,Tunnel Rats,92,5/31/2008
tt1176954,0.180992,0,0,Eldorado,85,6/4/2008
tt0920470,0.180391,0,0,MR 73,125,1/1/2008
tt1224366,0.318063,0,0,Afterschool,122,5/18/2008
tt0783532,0.178752,0,0,Jerusalema,120,2/11/2008
tt0972883,0.176665,2500000,0,Red,90,10/7/2008
tt1292594,0.173639,0,0,Front of the Class,95,1/1/2008
tt0977214,0.172834,0,0,Hero Wanted,95,3/28/2008
tt0443435,0.172791,15000000,0,Autopsy,84,8/24/2008
tt0914797,0.168979,5000000,4040588,Bottle Shock,110,8/6/2008
tt1134801,0.16875,0,0,Bouquet final,101,11/5/2008
tt1107859,0.19719,10000000,0,Kill Switch,96,10/6/2008
tt0435679,0.161881,0,0,Keith,93,9/13/2008
tt1104733,0.161594,0,0,Hamlet 2,92,1/21/2008
tt1018723,0.160986,0,0,Get Smart's Bruce and Lloyd Out of Control,71,7/1/2008
tt1052040,0.16095,0,0,Seventh Moon,87,9/20/2008
tt1151384,0.160382,0,11295,"Otto; or, Up with Dead People",94,1/19/2008
tt0948535,0.158418,0,850575,Faubourg 36,120,9/24/2008
tt1071880,0.1577,3600000,0,The Crew,117,10/1/2008
tt0988849,0.201483,0,0,Donkey Punch,99,7/18/2008
tt1236370,0.156827,515788,0,Long nga,89,12/5/2008
tt0833960,0.199865,0,0,Gardens of the Night,110,11/21/2008
tt1249171,0.156088,0,0,Global Metal,93,6/20/2008
tt0974977,0.155759999999999,0,0,Bad Biology,84,2/8/2008
tt0903627,0.281186,6000000,1300000,Julia,138,2/9/2008
tt0963208,0.154248,0,0,Where in the World Is Osama Bin Laden?,93,1/21/2008
tt1185264,0.152386,0,0,Red Mist,98,8/22/2008
tt0479468,0.251071,0,0,Gonzo: The Life and Work of Dr. Hunter S. Thompson,120,7/4/2008
tt1105733,0.147656999999999,4180000,11000000,Kismat Konnection,153,7/18/2008
tt1286809,0.258333,0,0,La JournÃ©e de la jupe,88,11/9/2008
tt0460810,0.464581,0,900689,The Great Buck Howard,87,1/18/2008
tt1720044,0.145331,0,0,ì•„ê¸°ì™€ ë‚˜,96,8/13/2008
tt0865297,0.144853999999999,0,0,The Black Balloon,97,3/8/2008
tt1076240,0.142175,0,0,Miss Austen Regrets,90,2/3/2008
tt1093352,0.142410999999999,0,0,Comme les autres,90,12/18/2008
tt1038142,0.113082,0,9,Parlami D'Amore,109,2/14/2008
tt0833557,0.137976,0,0,Visioneers,90,6/12/2008
tt1286750,0.136883,0,0,Tropic Thunder: Rain of Madness,30,8/26/2008
tt0867334,0.135015,0,0,Jolene,121,6/13/2008
tt1017456,0.134860999999999,0,0,Race,161,3/20/2008
tt0893382,0.134056999999999,0,0,Shine a Light,122,2/7/2008
tt0996930,0.09436,0,0,Deux jours Ã  tuer,85,4/30/2008
tt1321969,0.132306,0,0,Doctor Who: The Next Doctor,60,12/25/2008
tt0804529,0.086287,2500000,107559,Sleep Dealer,90,12/10/2008
tt1377575,0.088877,0,0,Signs,12,3/10/2008
tt0988043,0.130306,0,0,One-Eyed Monster,84,11/11/2008
tt1528734,0.1298,0,0,Food Matters,80,1/1/2008
tt0913951,0.128781,4600000,0,Alone in the Dark 2,88,9/1/2008
tt0954990,0.127309999999999,15000000,317000,The Yellow Handkerchief,102,12/17/2008
tt1001562,0.133564,0,0,Witless Protection,97,2/22/2008
tt1315885,0.152615,0,0,MamÃ¡,3,10/7/2008
tt1106447,0.120405,0,0,Mulligans,92,1/1/2008
tt1186369,0.117631,0,0,Le Silence de Lorna,105,8/27/2008
tt0922547,0.117211,0,0,Parasomnia,103,10/17/2008
tt1172203,0.11599,0,0,Sita Sings the Blues,82,2/11/2008
tt1179855,0.113456,0,0,Go Fast,90,10/1/2008
tt1151309,0.111351,0,307811,Bigger Stronger Faster*,105,5/30/2008
tt1173907,0.051507,0,0,Life After People,94,1/21/2008
tt1014809,0.1087,0,0,Until the Light Takes Us,93,1/1/2008
tt1104835,0.107245,2000000,0,Feast II: Sloppy Seconds,97,10/7/2008
tt0796307,0.104739,0,23311391,La Misma Luna,106,3/20/2008
tt1059905,0.10378,0,0,The Clique,87,11/11/2008
tt1152758,0.102845,0,0,Dear Zachary: A Letter to a Son About His Father,95,10/31/2008
tt1172060,0.101795,11000000,15500000,It's Alive,80,8/15/2008
tt1135493,0.101733,3000000,0,Fire and Ice: The Dragon Chronicles,84,9/18/2008
tt1093369,0.121316,0,0,Hush,91,8/13/2008
tt1132608,0.012003,0,0,Vilaine,93,11/12/2008
